notice_id_a,notice_id_b,label,word3_jaccard,word5_jaccard,     char5_jaccard
N010980,N010981,same,0.660447761,0.641715728,0.723758321
N005040,N005041,same,0.871929825,0.843450479,0.916666667
N008937,N008938,same,0.227272727,0.207119741,0.302570093
N002071,N006588,different,0.145754119,0.106432749,0.265940404
N010261,N011914,different,0.381245196,0.30013369,0.539721177
N000670,N000671,same,0.906030856,0.867591425,0.962382445
N000489,N007029,different,0.312121212,0.232240437,0.486176669
N007633,N010942,different,0.20702403,0.126592357,0.399413802
N005243,N006569,different,0.142218247,0.095701541,0.308526368
N001083,N001567,different,0.237362637,0.145557656,0.403955649
N000282,N006591,different,0.237810945,0.139378673,0.430615165
N003362,N003364,same,0.986394558,0.980982567,0.990376905
N005927,N008816,different,0.412055336,0.351423488,0.561028417
N001289,N001291,same,0.255468066,0.236176935,0.370762202
N005231,N005232,same,0.922165821,0.887850467,0.962409054
N003835,N003837,same,0.708984375,0.69614711,0.768723629
N004167,N005115,different,0.421588595,0.316681534,0.605522143
N002040,N003281,different,0.269489894,0.155750799,0.502403167
N002605,N010853,different,0.400688863,0.317023445,0.582627783
N011139,N011793,different,0.162898936,0.095348837,0.336960746
N001458,N002506,different,0.213495575,0.134486071,0.371411483
N007148,N011853,different,0.432904412,0.350448248,0.575400802
N001791,N008583,different,0.349038462,0.277730009,0.511835876
N008993,N008995,same,0.889937107,0.844380403,0.9585432
N004043,N004218,different,0.321904762,0.257383966,0.475435404
N011601,N011603,same,0.895209581,0.850746269,0.955613577
N002945,N010292,different,0.199548193,0.120286086,0.382205786
N006385,N011130,different,0.336,0.268576544,0.485052518
N006764,N009477,different,0.360869565,0.291052114,0.511053689
N004409,N011892,different,0.228679245,0.144236961,0.394310722
N000023,N002700,different,0.320671378,0.249805447,0.469965534
N001669,N003264,different,0.237849018,0.148312611,0.413422429
N002831,N008460,different,0.147786458,0.095842956,0.321690467
N004184,N005163,different,0.150289017,0.092198582,0.324284819
N009665,N011482,different,0.105300353,0.06400507,0.270999387
N000340,N009553,different,0.118226601,0.07514881,0.282668501
N002043,N008828,different,0.217475728,0.13918807,0.411114183
N003466,N003469,same,0.601081081,0.580708661,0.662924502
N005064,N005067,same,0.675403226,0.657169118,0.747730913
N000030,N007467,different,0.241148325,0.151020408,0.422318292
N011900,N011901,same,0.537022603,0.5302391,0.626085069
N006901,N008943,different,0.261952191,0.162299239,0.474634566
N003415,N005750,different,0.141025641,0.086353123,0.298679868
N005350,N005352,same,0.350662589,0.331168831,0.440955448
N007614,N008823,different,0.156562292,0.095571096,0.331322957
N004333,N008255,different,0.234929078,0.139689579,0.419146184
N009495,N009521,different,0.156876791,0.099173554,0.312828814
N006462,N006463,same,0.942622951,0.938826467,0.954062393
N001629,N008262,different,0.303000968,0.191558442,0.529861308
N002516,N010795,different,0.282801418,0.168993387,0.52172768
N006622,N006623,same,0.76635514,0.737991266,0.833825266
N010081,N010082,same,0.670920693,0.656838657,0.723170732
N007560,N007561,same,0.599786553,0.581463415,0.663100137
N005941,N006998,different,0.421309873,0.355887522,0.551669734
N004062,N004438,different,0.2304038,0.141538462,0.39190051
N000990,N002973,different,0.145348837,0.084899546,0.343067227
N008321,N008641,different,0.380295567,0.289817232,0.549430162
N008561,N008562,same,0.637349398,0.610491071,0.716075795
N001360,N001361,same,0.957528958,0.936479129,0.981191223
N008993,N008994,same,0.967051071,0.956923077,0.980701063
N005108,N005109,same,0.691987513,0.678301887,0.754779717
N001983,N001984,same,0.545331529,0.532418953,0.592
N006038,N009049,different,0.152566884,0.097861309,0.316225166
N001413,N007076,different,0.240647118,0.146238377,0.430032136
N005772,N005776,same,0.3125,0.28125,0.417436722
N000237,N009075,different,0.417266187,0.28927849,0.629390018
N011043,N011048,same,0.246875,0.219081272,0.370957239
N004742,N006981,different,0.228180862,0.141176471,0.410852713
N004801,N004802,same,0.555681818,0.528556594,0.638847639
N003994,N003995,same,0.210973725,0.190442727,0.323090055
N000643,N009675,different,0.410881801,0.337510443,0.561597938
N006086,N006087,same,0.906887755,0.885813149,0.937520233
N000266,N010102,different,0.287058824,0.180344478,0.479349186
N005028,N009701,different,0.270512821,0.179005525,0.453597497
N009670,N009671,same,0.90617849,0.864806867,0.955844156
N001005,N001804,different,0.387443946,0.329591018,0.523039216
N005314,N010609,different,0.422764228,0.315524827,0.615384615
N000417,N000419,same,0.915776987,0.897463002,0.938914729
N011041,N011048,same,0.230288837,0.202970297,0.355671221
N000992,N001435,different,0.242366412,0.145833333,0.433124489
N004107,N008166,different,0.156048676,0.094996833,0.316805527
N002590,N002591,same,0.935123043,0.909663866,0.958458458
N005119,N005121,same,0.638392857,0.618998979,0.705481397
N002826,N007185,different,0.121774194,0.081378299,0.28690182
N009349,N009350,same,0.864566929,0.816011236,0.942936951
N003121,N005007,different,0.137956204,0.081539465,0.309533722
N002947,N003566,different,0.094542659,0.06232493,0.241195304
N000485,N000488,same,0.808849558,0.749598716,0.896137339
N004349,N011691,different,0.404662781,0.318545455,0.572004745
N011281,N011282,same,0.677072121,0.661478599,0.724542334
N003865,N009372,different,0.170454545,0.105990783,0.323478261
N001198,N010109,different,0.391505792,0.269055375,0.594510154
N011975,N011976,same,0.612323492,0.585017836,0.694308943
N006419,N007183,different,0.114959469,0.077281812,0.268495428
N010407,N010605,different,0.234068627,0.151515152,0.413147031
N009079,N010570,different,0.436619718,0.360504202,0.583865203
N001415,N006560,different,0.358195212,0.268525896,0.53236288
N001653,N001654,same,0.582262211,0.554373522,0.668644906
N003355,N003823,different,0.124823695,0.076923077,0.291075051
N000355,N005276,different,0.351717902,0.264120923,0.525657071
N007573,N007574,same,0.37296748,0.35701107,0.451742627
N007999,N008002,same,0.927631579,0.911719939,0.941082164
N007057,N010814,different,0.103315343,0.066807314,0.26341884
N000264,N009708,different,0.304216867,0.214477212,0.501697217
N008825,N008828,same,0.568533969,0.531798246,0.660644384
N001284,N006893,different,0.203174603,0.12342982,0.40170778
N011033,N011035,same,0.946832579,0.933124347,0.960801144
N004348,N004349,same,0.459335624,0.423924449,0.553694287
N004177,N010930,different,0.24952919,0.146456693,0.461772853
N003845,N003847,same,0.621378621,0.604545455,0.676399679
N004106,N004107,same,0.243336199,0.223285486,0.365701043
N007911,N009413,different,0.227101631,0.147702407,0.392640108
N001010,N001011,same,0.297716895,0.276456112,0.404334828
N009213,N010572,different,0.164107486,0.105081826,0.30749287
N006364,N006366,same,0.244613435,0.225087925,0.330357143
N001447,N003703,different,0.220355731,0.13973064,0.39159292
N009727,N010185,different,0.167750325,0.097065463,0.357170468
N000605,N002652,different,0.215219062,0.133072407,0.406833713
N004016,N004017,same,0.223356009,0.203157895,0.300782382
N010689,N011576,different,0.143194335,0.089488636,0.315976069
N001733,N001734,same,0.75,0.689378758,0.84061569
N004845,N007461,different,0.147204529,0.092163009,0.323366783
N010880,N010881,same,0.806701031,0.803140097,0.835320657
N000498,N001176,different,0.258160237,0.160100587,0.449126698
N001285,N003729,different,0.16739702,0.110248447,0.325485437
N006173,N008196,different,0.252124646,0.14765625,0.477030812
N008110,N009707,different,0.412805392,0.326937269,0.576859111
N007193,N010619,different,0.433194154,0.368075117,0.576519337
N000561,N003679,different,0.418864908,0.323671498,0.58735554
N003026,N003027,same,0.589775561,0.564367816,0.667299178
N004552,N004553,same,0.72027972,0.698352345,0.760111576
N007647,N009169,different,0.406844106,0.338968724,0.552371027
N005744,N010823,different,0.365831012,0.286764706,0.526772055
N001880,N002772,different,0.152757079,0.095844504,0.330400168
N003351,N006982,different,0.175618073,0.11419985,0.321997622
N006591,N011935,different,0.317843866,0.19295559,0.548334244
N008482,N010584,different,0.255378859,0.149019608,0.483773377
N005814,N006544,different,0.130044843,0.080160321,0.296931989
N006622,N006638,different,0.133333333,0.090692124,0.314941984
N008603,N010598,different,0.155539252,0.095612312,0.330233519
N000753,N000755,same,0.878493317,0.848060345,0.924540266
N006153,N009437,different,0.405614714,0.304311074,0.597241006
N002548,N010207,different,0.423809524,0.293882979,0.628525568
N004026,N010431,different,0.251976285,0.154751892,0.453233417
N000339,N002440,different,0.239355581,0.150548355,0.43586471
N000964,N008611,different,0.36101083,0.265932337,0.537157107
N001833,N004195,different,0.395676692,0.301403799,0.56824147
N001282,N004950,different,0.121842496,0.078457447,0.280266722
N000030,N009868,different,0.235233161,0.15557554,0.406837607
N001010,N004708,different,0.424440299,0.35070306,0.579784505
N000566,N008517,different,0.176699029,0.101180438,0.368691678
N011092,N011095,same,0.68466731,0.666375546,0.753890041
N001983,N009014,different,0.218527316,0.13599182,0.398543529
N005044,N005045,same,0.931338028,0.921052632,0.943129929
N003201,N003203,same,0.988304094,0.978354978,0.992673993
N000238,N001915,different,0.280104712,0.167146974,0.511163032
N000461,N004754,different,0.460540541,0.389863548,0.594355758
N000135,N010890,different,0.1302589,0.081259151,0.295173962
N011414,N011759,different,0.236503856,0.157239819,0.419165805
N003751,N007825,different,0.199236155,0.123966942,0.393040502
N006774,N009531,different,0.493706294,0.389162562,0.653902261
N000516,N006620,different,0.201890034,0.13253012,0.374097256
N004325,N004949,different,0.237612613,0.15234375,0.408280447
N000557,N004353,different,0.236252546,0.144599303,0.415246896
N000286,N008208,different,0.430555556,0.336182336,0.583599089
N002691,N010535,different,0.442206655,0.351268255,0.58276107
N000490,N006570,different,0.355727821,0.266320475,0.528109029
N005692,N009368,different,0.128448276,0.085691824,0.295629203
N006324,N006325,same,0.592519685,0.569494585,0.669686772
N004951,N011682,different,0.387401575,0.274009402,0.585520362
N010982,N010985,same,0.641870351,0.622918707,0.700824176
N009834,N009835,same,0.539106145,0.49934811,0.648574373
N003500,N003501,same,0.646989374,0.628664495,0.724680725
N010499,N011269,different,0.1035313,0.071428571,0.271163726
N005257,N010502,different,0.147997284,0.091561939,0.314064362
N003920,N006487,different,0.193902439,0.123417722,0.354187355
N011834,N011835,same,0.898684211,0.873684211,0.927897574
N004364,N007454,different,0.182902584,0.115761354,0.346103038
N004158,N008744,different,0.248931624,0.157221207,0.428199189
N005771,N006045,different,0.11862836,0.082835184,0.269452089
N001865,N011525,different,0.26919519,0.158950617,0.500674764
N001362,N001363,same,0.234242709,0.208333333,0.349673203
N009863,N009866,same,0.299888517,0.28024819,0.406019307
N000175,N002508,different,0.297835498,0.180057389,0.53297546
N006545,N006546,same,0.692307692,0.682156134,0.753607405
N000215,N005986,different,0.402245089,0.336658354,0.557224236
N004433,N011613,different,0.132384342,0.085079365,0.293276109
N000064,N010912,different,0.119589142,0.078547855,0.284546026
N008572,N009975,different,0.218978102,0.134408602,0.420380273
N000431,N001948,different,0.165064103,0.11577424,0.305742574
N002598,N004139,different,0.248296008,0.147034931,0.435108153
N007063,N007064,same,0.664018161,0.648704663,0.725749559
N008238,N008239,same,0.634636872,0.611168563,0.715996578
N000518,N009485,different,0.097495528,0.062908497,0.251584593
N003093,N003735,different,0.137184116,0.084452975,0.318615257
N001977,N007620,different,0.142857143,0.084629745,0.320268075
N009205,N009208,same,0.408523909,0.379243453,0.537810538
N003317,N010218,different,0.207507821,0.133574007,0.375
N006112,N006266,different,0.156981132,0.098923284,0.322023182
N003208,N003758,different,0.174729242,0.110684581,0.352258599
N008188,N008190,same,0.971209213,0.959074733,0.983019734
N003051,N011987,different,0.141737892,0.088495575,0.312615007
N001446,N004867,different,0.171758877,0.105873822,0.329873126
N000895,N009304,different,0.411398964,0.330827068,0.571117759
N000161,N010769,different,0.109022556,0.074099252,0.256110521
N003327,N003328,same,0.639925373,0.617647059,0.696009975
N008176,N010603,different,0.149046794,0.098658248,0.315270936
N001633,N001634,same,0.31201248,0.285921626,0.399470899
N004001,N007546,different,0.517964072,0.42972973,0.680030546
N000937,N000938,same,0.535244922,0.502183406,0.609741248
N008048,N008050,same,0.9375,0.932555123,0.94848271
N004328,N008917,different,0.232790989,0.152222222,0.392614189
N004757,N008828,different,0.245464248,0.151736746,0.450624628
N005397,N005398,same,0.310572687,0.280829016,0.437694264
N001291,N007292,different,0.250224215,0.155990957,0.436582809
N007205,N007207,same,0.990551181,0.985358712,0.993140244
N002229,N011361,different,0.45083014,0.37630662,0.6000666
N005375,N005716,different,0.165262476,0.0989819,0.344094336
N002758,N002818,different,0.227122381,0.144508671,0.396024918
N009564,N011151,different,0.419655667,0.313989004,0.596372838
N008487,N008488,same,0.926905132,0.897038082,0.961748634
N007856,N007858,same,0.612483745,0.593787336,0.687015504
N000647,N001025,different,0.137184116,0.08628461,0.296632927
N003489,N010336,different,0.237704918,0.148524924,0.437898089
N000327,N009318,different,0.242793792,0.162162162,0.420066485
N005431,N006150,different,0.158011869,0.100199071,0.334040297
N002684,N004549,different,0.145043732,0.085230969,0.316311763
N005744,N007062,different,0.125879593,0.080028329,0.281476599
N004248,N011184,different,0.224852071,0.134282808,0.410130719
N003020,N003021,same,0.418145957,0.393939394,0.547439563
N000160,N003947,different,0.289122137,0.181598063,0.519879353
N006712,N008335,different,0.245555556,0.157792836,0.428314876
N000843,N005365,different,0.223607038,0.139027431,0.402927249
N011628,N011629,same,0.279143537,0.260144928,0.391151993
N000026,N011332,different,0.450996678,0.357039187,0.619799139
N003058,N009240,different,0.213191991,0.133333333,0.38571884
N000396,N000397,same,0.337006428,0.315292096,0.462953876
N006146,N006401,different,0.155313351,0.094521373,0.339225422
N007004,N011967,different,0.242788462,0.154564315,0.434067741
N002229,N002230,same,0.396322778,0.37280296,0.483378747
N002088,N011862,different,0.345887017,0.276408451,0.509883563
N004709,N004711,same,0.933977456,0.924444444,0.946878635
N001940,N002621,different,0.167780749,0.105509965,0.346950976
N004803,N004804,same,0.872791519,0.841091493,0.913881748
N003748,N011207,different,0.113564669,0.083092486,0.26111845
N001623,N010411,different,0.114381833,0.074016962,0.286446204
N002821,N007053,different,0.370826011,0.262762763,0.565086531
N001977,N006802,different,0.439930856,0.353343465,0.589158345
N000993,N011320,different,0.267665953,0.163191296,0.487357014
N008784,N011076,different,0.430894309,0.3138479,0.638758424
N001137,N005072,different,0.189123377,0.121448864,0.336505778
N007487,N007491,same,0.480366492,0.442143727,0.572442723
N002401,N005487,different,0.23960396,0.147679325,0.439355386
N001101,N002086,different,0.174694926,0.10726257,0.356077982
N004655,N010935,different,0.435837246,0.326845638,0.610040341
N004085,N004086,same,0.906127771,0.878394333,0.945801271
N003125,N003127,same,0.909217877,0.8840399,0.96125731
N001101,N001666,different,0.160337553,0.107818411,0.334490504
N001141,N001142,same,0.254172015,0.222095672,0.341021417
N006480,N008863,different,0.106290672,0.078842315,0.203249793
N000817,N011666,different,0.397736459,0.283737024,0.607059916
N000219,N003185,different,0.244549763,0.150321543,0.453472413
N001988,N006863,different,0.165406427,0.10729254,0.328486108
N009478,N009479,same,0.645131938,0.622093023,0.709654004
N001784,N005288,different,0.143829787,0.094980695,0.303951368
N001436,N002155,different,0.110125647,0.068438538,0.262054507
N006423,N011777,different,0.250453721,0.144806672,0.465969989
N006565,N006569,same,0.293508937,0.272189349,0.386340726
N003427,N006396,different,0.293601004,0.178947368,0.529858849
N009745,N009848,different,0.409125475,0.307086614,0.575102658
N002762,N002765,same,0.620403321,0.600220264,0.687575758
N000065,N000124,different,0.166193182,0.102143758,0.337895812
N001140,N008945,different,0.200611621,0.119519833,0.389296188
N002973,N002974,same,0.741607325,0.712945591,0.796315789
N006774,N006775,same,0.347442681,0.318181818,0.431289641
N011429,N011433,same,0.619745846,0.598585323,0.682168551
N009822,N009823,same,0.306077348,0.285272915,0.398870056
N009371,N009372,same,0.64368932,0.625,0.699021627
N001006,N009138,different,0.311764706,0.226315789,0.50976431
N000723,N009281,different,0.139903515,0.08801956,0.310378848
N000259,N003124,different,0.284444444,0.163531114,0.500797448
N002544,N002792,different,0.442698706,0.359836066,0.602795426
N002931,N008664,different,0.3125,0.241935484,0.494213751
N000990,N002132,different,0.383122363,0.277169949,0.563537221
N005946,N007449,different,0.179614667,0.111767867,0.372667295
N004307,N010960,different,0.244469027,0.147198481,0.461990111
N005835,N008645,different,0.440206186,0.381308411,0.566522445
N001422,N004687,different,0.354231975,0.254847645,0.548070175
N007233,N007728,different,0.118311982,0.07219973,0.279624893
N009592,N009782,different,0.271347249,0.1672,0.499728261
N011533,N011534,same,0.546499478,0.523580366,0.615302013
N005300,N005301,same,0.943765281,0.929304447,0.957616708
N005855,N007938,different,0.23800738,0.141538462,0.43889938
N007921,N007922,same,0.551881414,0.543524416,0.601767305
N001521,N006976,different,0.361581921,0.291960508,0.512826386
N000725,N008406,different,0.39462978,0.287709497,0.579639889
N004174,N006820,different,0.252196837,0.148748159,0.47280887
N000607,N004665,different,0.251859724,0.147717099,0.462957363
N003228,N006079,different,0.23255814,0.140794224,0.427467301
N010506,N010507,same,0.534965035,0.504823151,0.6
N010699,N010700,same,0.557795699,0.527363184,0.654864328
N001185,N004181,different,0.303058387,0.241350906,0.450125945
N005027,N005028,same,0.92991453,0.90247678,0.96263644
N001758,N009092,different,0.213383838,0.134955752,0.379839786
N002928,N003582,different,0.124475524,0.076971609,0.298757641
N003050,N008741,different,0.433048433,0.353730092,0.595219333
N004158,N011487,different,0.227021041,0.139204545,0.411246201
N000139,N007621,different,0.217204301,0.140858209,0.395926924
N007036,N007038,same,0.343103448,0.309409888,0.433901054
N002201,N002648,different,0.221793635,0.141205615,0.408805031
N000003,N000843,different,0.427695004,0.344907407,0.572390572
N007190,N008966,different,0.254564984,0.149727768,0.452121212
N010033,N010034,same,0.969255663,0.958271237,0.982024228
N005989,N005990,same,0.598584429,0.570905764,0.667110874
N002242,N004023,different,0.21395881,0.134,0.393376664
N000443,N004578,different,0.107725018,0.069162437,0.258997169
N005743,N005744,same,0.388297872,0.374628345,0.493459505
N003903,N006662,different,0.139412208,0.087312415,0.307692308
N011033,N011036,same,0.564463705,0.534057256,0.656645125
N006643,N006644,same,0.349841939,0.333333333,0.43902439
N003720,N006775,different,0.291021672,0.201634877,0.513475177
N003418,N007053,different,0.216886135,0.139519359,0.400044573
N003804,N005139,different,0.14638448,0.100638978,0.308484551
N002540,N007668,different,0.133802817,0.083626142,0.298292304
N008366,N008369,same,0.918224299,0.898852972,0.94223046
N010742,N010743,same,0.524146054,0.504741834,0.577930175
N004746,N004760,different,0.278491172,0.168100596,0.497340426
N007368,N009303,different,0.371757925,0.285957447,0.540005281
N007396,N007397,same,0.928819444,0.900943396,0.961636829
N001143,N009969,different,0.333641405,0.257723577,0.485908405
N002468,N002469,same,0.946236559,0.935286935,0.958922559
N007220,N011663,different,0.201433121,0.126564673,0.364450414
N005926,N007181,different,0.235474006,0.140747176,0.429979704
N003437,N005168,different,0.104511278,0.069672131,0.249526615
N000355,N000372,different,0.180555556,0.108669109,0.365543676
N010682,N010683,same,0.942998761,0.935093509,0.951653944
N004567,N008956,different,0.276830491,0.171019377,0.486281378
N008093,N008094,same,0.412844037,0.398294762,0.49748912
N004447,N004449,same,0.379047619,0.349206349,0.469179601
N001475,N004007,different,0.178073895,0.106638787,0.373555841
N001138,N009030,different,0.14197052,0.090526316,0.299290475
N004140,N010723,different,0.381556684,0.279069767,0.559667853
N007477,N007828,different,0.404782237,0.316765579,0.56741168
N008284,N009896,different,0.227822581,0.141146279,0.428733032
N006759,N008551,different,0.18459069,0.134306569,0.3276
N004856,N010634,different,0.391846922,0.313182811,0.544410593
N003022,N010880,different,0.160220994,0.101296596,0.332202505
N001271,N001372,different,0.223451327,0.140535373,0.394970868
N002952,N006725,different,0.262264151,0.159144893,0.474177147
N009630,N010560,different,0.343959732,0.261029412,0.516611296
N002342,N008733,different,0.157641396,0.114072495,0.273877293
N002631,N007528,different,0.190193165,0.131474104,0.335598339
N002957,N003701,different,0.179440938,0.114195083,0.346573982
N011515,N011516,same,0.471330275,0.445147679,0.569286143
N004013,N005436,different,0.135908441,0.08778626,0.299547697
N010144,N010145,same,0.961759082,0.95035461,0.976954361
N004509,N004511,same,0.684007707,0.673010381,0.741733923
N003868,N011674,different,0.259345794,0.152,0.443850267
N008357,N009838,different,0.218816068,0.141414141,0.397687861
N005241,N005242,same,0.880749574,0.8484375,0.918503119
N008230,N009234,different,0.116519174,0.07992074,0.267778936
N000666,N000923,different,0.124116261,0.075552388,0.315497336
N003267,N005780,different,0.247464503,0.152910513,0.420310296
N001044,N001720,different,0.154116819,0.09875,0.332189015
N011522,N011523,same,0.617021277,0.586206897,0.702421085
N009330,N010526,different,0.267285862,0.162891986,0.462008734
N003319,N008808,different,0.408637874,0.328078818,0.574651232
N006178,N006182,same,0.41025641,0.39552964,0.502397743
N002814,N005953,different,0.209395973,0.131985731,0.372373407
N007615,N007616,same,0.691434469,0.678571429,0.747852591
N007876,N007877,same,0.49122807,0.48312611,0.538461538
N004729,N004730,same,0.528490028,0.484687084,0.642582897
N005862,N006116,different,0.467317806,0.343074968,0.657706482
N000562,N005787,different,0.144792549,0.08493353,0.308933301
N007575,N009140,different,0.106072874,0.073496659,0.264692586
N011000,N011001,same,0.316441441,0.285123967,0.426878613
N006167,N009175,different,0.238716148,0.146507666,0.432200971
N004662,N009916,different,0.165865385,0.106290672,0.34561286
N010431,N010432,same,0.895223421,0.875706215,0.924318095
N001509,N001510,same,0.623215985,0.60806175,0.682689849
N000737,N002287,different,0.224568138,0.129421222,0.418217162
N001764,N001765,same,0.571794872,0.542011834,0.664136622
N004877,N006275,different,0.288713911,0.170381021,0.528919131
N002351,N006165,different,0.330106486,0.267764298,0.473300339
N009140,N009547,different,0.405918058,0.307944846,0.588977424
N007104,N007105,same,0.962,0.947663551,0.979087452
N000463,N000465,same,0.686131387,0.671755725,0.756632377
N001124,N011201,different,0.228712871,0.143222506,0.399456522
N004151,N010614,different,0.472140762,0.37661221,0.644104217
N003957,N007645,different,0.228250702,0.137903861,0.442565754
N003941,N009735,different,0.157162726,0.095561036,0.342331534
N000647,N008088,different,0.116240725,0.080149813,0.268169273
N002017,N005475,different,0.407465008,0.282152231,0.616205175
N000323,N006510,different,0.262731481,0.163672655,0.473002842
N008539,N008542,same,0.391256831,0.368902439,0.496555683
N002578,N006004,different,0.442804428,0.357084357,0.588541667
N001918,N002086,different,0.190504451,0.112064614,0.390479664
N002507,N002508,same,0.938239159,0.927971188,0.952380952
N001934,N011090,different,0.340849957,0.250187829,0.518844836
N004269,N011588,different,0.285294118,0.210526316,0.484662577
N005629,N006728,different,0.170468948,0.10428101,0.360030366
N008009,N008010,same,0.381496881,0.358508604,0.483513514
N009840,N009841,same,0.393323657,0.370068027,0.498936924
